"CODE_IRIS";"logs";"logt"
"1";"441090101";13.1351650026573;2905.94652561975
"2";"441090102";27.6164004894433;1057.80328041076
"3";"441090103";47.5127254041883;2940.26449679298
"4";"441090104";134.444784514912;1460.34919397749
"5";"441090105";3.56855031129783;1119.53015222913
"6";"441090106";37.4939599477141;3772.42326072469
"7";"441090108";215.866567452104;2735.32524217359
"8";"441090109";214.94272830279;1433.39470580546
"9";"441090201";258.070079084862;800.265707258661
"10";"441090202";666.199882819388;1510.67885741815
"11";"441090203";1320.55205166137;1708.32752206481
"12";"441090204";883.022485328996;1245.55821959904
"13";"441090205";176.720756827631;1276.41566011483
"14";"441090206";279.822753231575;2084.17242917212
"15";"441090207";89.8168307497111;1439.95714477749
"16";"441090208";262.110239757264;990.148087247188
"17";"441090209";14.0050712786905;396.828629577416
"18";"441090301";295.76177832609;1938.69788712838
"19";"441090302";161.172517751323;1055.2317334607
"20";"441090303";2015.81778458568;2059.13436446022
"21";"441090304";272.670543186252;766.050817114678
"22";"441090305";288.389128084176;2122.78313629816
"23";"441090306";266.966971524752;3044.00437299969
"24";"441090307";17.9910652487181;1160.08605164225
"25";"441090308";6.76795755661746;1387.61198513541
"26";"441090309";0;1132.21841574974
"27";"441090311";284.9979649429;1620.00495877785
"28";"441090312";68.7139664675881;1474.30019004225
"29";"441090401";621.661633121606;2155.72094575702
"30";"441090402";114.983110890688;3074.89577079361
"31";"441090403";118.685430322032;1337.80427454514
"32";"441090404";51.8166147142199;2314.38032987032
"33";"441090405";74.5151368021472;994.321596970272
"34";"441090406";14.4376844280707;2044.26115135064
"35";"441090407";16.5143251027111;1620.27697238376
"36";"441090408";24.855921378625;1973.49094921403
"37";"441090409";115.583746217156;2153.88901617493
"38";"441090410";121.039632900241;1874.96439060448
"39";"441090501";45.6875077277379;817.145149022071
"40";"441090502";300.005426774685;1806.98768540102
"41";"441090503";51.3862905419214;853.898259949223
"42";"441090504";215.947965266858;2221.75232159128
"43";"441090505";122.814046700806;2105.40624135114
"44";"441090506";1157.66845257236;1285.77156732736
"45";"441090507";167.141224613711;660.650005030084
"46";"441090508";9.78280992748548;1821.14447925529
"47";"441090509";192.810575634891;2255.65552586333
"48";"441090510";138.424354033632;1679.87226455584
"49";"441090511";6.57105798399296;1613.15679770931
"50";"441090601";17.3299789415204;550.758988775394
"51";"441090602";637.478921610307;3349.95415343875
"52";"441090603";388.219041542064;3059.94605599309
"53";"441090604";1023.8598614311;3512.10846064295
"54";"441090701";3.29913064831365;682.324907083922
"55";"441090702";1407.36271544118;1737.85793166977
"56";"441090703";47.0123279578448;2050.66133527602
"57";"441090705";15.7171358997673;1793.53424430452
"58";"441090706";172.141594570729;1366.13180528224
"59";"441090707";39.0268466862608;1225.62826380667
"60";"441090708";19.9786089741624;1775.93311246504
"61";"441090709";0;1012.29932335093
"62";"441090710";6.88544538472854;692.324128856839
"63";"441090801";527.916085310602;1855.92628441181
"64";"441090802";88.122729775735;513.023790846442
"65";"441090803";1602.50199790803;2156.36846861251
"66";"441090804";919.705872936786;1041.63617922017
"67";"441090805";39.8895492059342;266.908582806128
"68";"441090806";406.33997860822;1081.45780112247
"69";"441090807";1123.88944418157;1430.02354347557
"70";"441090808";161.762132531494;1723.1848048216
"71";"441090809";240.750927581392;2310.04569336866
"72";"441090901";128.802783109219;1078.29942999223
"73";"441090902";26.6300137662202;1420.28116210061
"74";"441090903";956.367047027194;1106.30615397168
"75";"441090904";129.300554153304;1980.34610129179
"76";"441090905";713.284853073268;1341.14104950187
"77";"441090906";1180.74393552543;2301.69290279822
"78";"441090908";18.2744799234334;1182.30329092677
"79";"441090909";36.2302624541052;1255.8148148498
"80";"441090910";840.349533774436;1897.33269635502
"81";"441091001";560.818885339916;1801.46622270761
"82";"441091002";16.8471467320811;1383.6454746956
"83";"441091003";344.967147808492;1703.16616708122
"84";"441091005";125.727309021642;1492.92751379242
"85";"441091006";1471.42206211992;1586.48498152898
"86";"441091007";219.675907529948;1057.13009043558
"87";"441091008";704.215712165483;850.843933702475
"88";"441091009";518.204089685416;1553.63088915401
"89";"441091010";119.241872475953;1502.4056875164
"90";"441091011";218.641413563613;1282.61439066099
"91";"441091012";11.8079253277571;540.50050214567
"92";"441091013";0;10.7971022515466
"93";"441091101";638.966381975778;1356.83834369707
"94";"441091102";401.179140553041;1077.59649816025
"95";"441091103";273.250653578033;1308.00081849554
"96";"441091104";100.705792567229;1017.05195708517
"97";"441091105";80.3095332997601;815.399030511998
